facilityID,siteID,name,county,huc8,type,aquifer,latitude,longitude,sampleDate,year,doy,projectCode,cas_rn,analyte,fraction,relDepth,result,unit,detect,detectLimit,quantFlag,quantLimit,method,colMethod,resultType,matrix,medium,qualFlag,remark
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,5/26/2006 9:00,2006,146,SHALLAKE,NIT-AMM,Ammonia-nitrogen (as N),Total,,0.05,mg/l,FALSE,0.05,,,350.1,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,5/26/2006 9:00,2006,146,SHALLAKE,NIT-KJELD,Kjeldahl nitrogen (AS N),Total,,3.4,mg/l,TRUE,0.1,,,351.2,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,5/26/2006 9:00,2006,146,SHALLAKE,NIT-NO3-NO2,Inorganic nitrogen (nitrate and nitrite) (as N),Total,,0.05,mg/l,FALSE,0.05,,,353.2,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,5/26/2006 9:00,2006,146,SHALLAKE,14265-44-2,Orthophosphate (as P),Dissolved,,0.02,mg/l,FALSE,0.02,,,365.1,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,5/26/2006 9:00,2006,146,SHALLAKE,PHOSP-PHOSP,Phosphate-phosphorus (AS P),Total,,0.14,mg/l,TRUE,0.02,,,365.4,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,5/26/2006 9:00,2006,146,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,,100,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,5/26/2006 9:00,2006,146,SHALLAKE,TSS,Total suspended solids,NonFilt,,68,mg/l,TRUE,1,,,I3765,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,6/14/2006 15:00,2006,165,SHALLAKE,TDS,Total dissolved solids,Dissolved,,370,mg/l,TRUE,1,,,160.1,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,6/14/2006 15:00,2006,165,SHALLAKE,TFSS,Fixed suspended solids,NonFilt,,24,mg/l,TRUE,1,,,160.4,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,6/14/2006 15:00,2006,165,SHALLAKE,TVSS,Volatile Suspended Solids,NonFilt,,52,mg/l,TRUE,1,,,160.4,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,6/14/2006 15:00,2006,165,SHALLAKE,16887-00-6,Chloride,Total,,31,mg/l,TRUE,1,,,300,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,6/14/2006 15:00,2006,165,SHALLAKE,NIT-AMM,Ammonia-nitrogen (as N),Total,,0.05,mg/l,FALSE,0.05,,,350.1,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,6/14/2006 15:00,2006,165,SHALLAKE,NIT-KJELD,Kjeldahl nitrogen (AS N),Total,,4,mg/l,TRUE,0.1,,,351.2,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,6/14/2006 15:00,2006,165,SHALLAKE,NIT-NO3-NO2,Inorganic nitrogen (nitrate and nitrite) (as N),Total,,0.05,mg/l,FALSE,0.05,,,353.2,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,6/14/2006 15:00,2006,165,SHALLAKE,14265-44-2,Orthophosphate (as P),Dissolved,,0.02,mg/l,FALSE,0.02,,,365.1,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,6/14/2006 15:00,2006,165,SHALLAKE,PHOSP-PHOSP,Phosphate-phosphorus (AS P),Total,,0.19,mg/l,TRUE,0.02,,,365.4,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,6/14/2006 15:00,2006,165,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,,110,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,6/14/2006 15:00,2006,165,SHALLAKE,TSS,Total suspended solids,NonFilt,,76,mg/l,TRUE,1,,,I3765,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,6/29/2006 15:00,2006,180,SHALLAKE,TDS,Total dissolved solids,Dissolved,,370,mg/l,TRUE,1,,,160.1,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,6/29/2006 15:00,2006,180,SHALLAKE,TFSS,Fixed suspended solids,NonFilt,,23,mg/l,TRUE,1,,,160.4,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,6/29/2006 15:00,2006,180,SHALLAKE,TVSS,Volatile Suspended Solids,NonFilt,,42,mg/l,TRUE,1,,,160.4,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,6/29/2006 15:00,2006,180,SHALLAKE,16887-00-6,Chloride,Total,,34,mg/l,TRUE,1,,,300,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,6/29/2006 15:00,2006,180,SHALLAKE,NIT-AMM,Ammonia-nitrogen (as N),Total,,0.05,mg/l,FALSE,0.05,,,350.1,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,6/29/2006 15:00,2006,180,SHALLAKE,NIT-KJELD,Kjeldahl nitrogen (AS N),Total,,3.4,mg/l,TRUE,0.1,,,351.2,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,6/29/2006 15:00,2006,180,SHALLAKE,NIT-NO3-NO2,Inorganic nitrogen (nitrate and nitrite) (as N),Total,,0.05,mg/l,FALSE,0.05,,,353.2,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,6/29/2006 15:00,2006,180,SHALLAKE,PHOSP-PHOSP,Phosphate-phosphorus (AS P),Total,,0.15,mg/l,TRUE,0.02,,,365.4,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,6/29/2006 15:00,2006,180,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,,80,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,6/29/2006 15:00,2006,180,SHALLAKE,TSS,Total suspended solids,NonFilt,,65,mg/l,TRUE,1,,,I3765,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,7/12/2006 15:00,2006,193,SHALLAKE,TDS,Total dissolved solids,Dissolved,,390,mg/l,TRUE,1,,,160.1,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,7/12/2006 15:00,2006,193,SHALLAKE,TFSS,Fixed suspended solids,NonFilt,,16,mg/l,TRUE,1,,,160.4,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,7/12/2006 15:00,2006,193,SHALLAKE,TVSS,Volatile Suspended Solids,NonFilt,,44,mg/l,TRUE,1,,,160.4,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,7/12/2006 15:00,2006,193,SHALLAKE,16887-00-6,Chloride,Total,,36,mg/l,TRUE,1,,,300,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,7/12/2006 15:00,2006,193,SHALLAKE,NIT-AMM,Ammonia-nitrogen (as N),Total,,0.05,mg/l,FALSE,0.05,,,350.1,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,7/12/2006 15:00,2006,193,SHALLAKE,NIT-KJELD,Kjeldahl nitrogen (AS N),Total,,4,mg/l,TRUE,0.1,,,351.2,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,7/12/2006 15:00,2006,193,SHALLAKE,NIT-NO3-NO2,Inorganic nitrogen (nitrate and nitrite) (as N),Total,,0.05,mg/l,FALSE,0.05,,,353.2,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,7/12/2006 15:00,2006,193,SHALLAKE,14265-44-2,Orthophosphate (as P),Dissolved,,0.02,mg/l,FALSE,0.02,,,365.1,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,7/12/2006 15:00,2006,193,SHALLAKE,PHOSP-PHOSP,Phosphate-phosphorus (AS P),Total,,0.16,mg/l,TRUE,0.02,,,365.4,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,7/12/2006 15:00,2006,193,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,,120,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,7/12/2006 15:00,2006,193,SHALLAKE,TSS,Total suspended solids,NonFilt,,60,mg/l,TRUE,1,,,I3765,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,7/26/2006 16:30,2006,207,SHALLAKE,TDS,Total dissolved solids,Dissolved,,380,mg/l,TRUE,1,,,160.1,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,7/26/2006 16:30,2006,207,SHALLAKE,TFSS,Fixed suspended solids,NonFilt,,20,mg/l,TRUE,1,,,160.4,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,7/26/2006 16:30,2006,207,SHALLAKE,TVSS,Volatile Suspended Solids,NonFilt,,50,mg/l,TRUE,1,,,160.4,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,7/26/2006 16:30,2006,207,SHALLAKE,16887-00-6,Chloride,Total,,38,mg/l,TRUE,1,,,300,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,7/26/2006 16:30,2006,207,SHALLAKE,NIT-AMM,Ammonia-nitrogen (as N),Total,,0.05,mg/l,FALSE,0.05,,,350.1,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,7/26/2006 16:30,2006,207,SHALLAKE,NIT-KJELD,Kjeldahl nitrogen (AS N),Total,,3.7,mg/l,TRUE,0.1,,,351.2,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,7/26/2006 16:30,2006,207,SHALLAKE,NIT-NO3-NO2,Inorganic nitrogen (nitrate and nitrite) (as N),Total,,0.05,mg/l,FALSE,0.05,,,353.2,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,7/26/2006 16:30,2006,207,SHALLAKE,14265-44-2,Orthophosphate (as P),Dissolved,,0.02,mg/l,FALSE,0.02,,,365.1,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,7/26/2006 16:30,2006,207,SHALLAKE,PHOSP-PHOSP,Phosphate-phosphorus (AS P),Total,,0.15,mg/l,TRUE,0.02,,,365.4,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,7/26/2006 16:30,2006,207,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,,130,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,7/26/2006 16:30,2006,207,SHALLAKE,TSS,Total suspended solids,NonFilt,,70,mg/l,TRUE,1,,,I3765,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,8/10/2006 15:00,2006,222,SHALLAKE,TDS,Total dissolved solids,Dissolved,,390,mg/l,TRUE,1,,,160.1,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,8/10/2006 15:00,2006,222,SHALLAKE,TFSS,Fixed suspended solids,NonFilt,,16,mg/l,TRUE,1,,,160.4,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,8/10/2006 15:00,2006,222,SHALLAKE,TVSS,Volatile Suspended Solids,NonFilt,,40,mg/l,TRUE,1,,,160.4,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,8/10/2006 15:00,2006,222,SHALLAKE,16887-00-6,Chloride,Total,,37,mg/l,TRUE,1,,,300,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,8/10/2006 15:00,2006,222,SHALLAKE,NIT-AMM,Ammonia-nitrogen (as N),Total,,0.05,mg/l,FALSE,0.05,,,350.1,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,8/10/2006 15:00,2006,222,SHALLAKE,NIT-KJELD,Kjeldahl nitrogen (AS N),Total,,4.1,mg/l,TRUE,0.1,,,351.2,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,8/10/2006 15:00,2006,222,SHALLAKE,NIT-NO3-NO2,Inorganic nitrogen (nitrate and nitrite) (as N),Total,,0.05,mg/l,FALSE,0.05,,,353.2,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,8/10/2006 15:00,2006,222,SHALLAKE,14265-44-2,Orthophosphate (as P),Dissolved,,0.02,mg/l,FALSE,0.02,,,365.1,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,8/10/2006 15:00,2006,222,SHALLAKE,PHOSP-PHOSP,Phosphate-phosphorus (AS P),Total,,0.13,mg/l,TRUE,0.02,,,365.4,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,8/10/2006 15:00,2006,222,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,,140,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,8/10/2006 15:00,2006,222,SHALLAKE,TSS,Total suspended solids,NonFilt,,56,mg/l,TRUE,1,,,I3765,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,8/21/2006 15:30,2006,233,SHALLAKE,TDS,Total dissolved solids,Dissolved,,390,mg/l,TRUE,1,,,160.1,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,8/21/2006 15:30,2006,233,SHALLAKE,TFSS,Fixed suspended solids,NonFilt,,16,mg/l,TRUE,1,,,160.4,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,8/21/2006 15:30,2006,233,SHALLAKE,TVSS,Volatile Suspended Solids,NonFilt,,36,mg/l,TRUE,1,,,160.4,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,8/21/2006 15:30,2006,233,SHALLAKE,16887-00-6,Chloride,Total,,36,mg/l,TRUE,1,,,300,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,8/21/2006 15:30,2006,233,SHALLAKE,NIT-AMM,Ammonia-nitrogen (as N),Total,,0.05,mg/l,FALSE,0.05,,,350.1,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,8/21/2006 15:30,2006,233,SHALLAKE,NIT-KJELD,Kjeldahl nitrogen (AS N),Total,,3.6,mg/l,TRUE,0.1,,,351.2,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,8/21/2006 15:30,2006,233,SHALLAKE,NIT-NO3-NO2,Inorganic nitrogen (nitrate and nitrite) (as N),Total,,0.05,mg/l,FALSE,0.05,,,353.2,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,8/21/2006 15:30,2006,233,SHALLAKE,14265-44-2,Orthophosphate (as P),Dissolved,,0.02,mg/l,FALSE,0.02,,,365.1,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,8/21/2006 15:30,2006,233,SHALLAKE,PHOSP-PHOSP,Phosphate-phosphorus (AS P),Total,,0.12,mg/l,TRUE,0.02,,,365.4,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,8/21/2006 15:30,2006,233,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,,110,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,8/21/2006 15:30,2006,233,SHALLAKE,TSS,Total suspended solids,NonFilt,,52,mg/l,TRUE,1,,,I3765,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,9/11/2006 14:00,2006,254,SHALLAKE,TDS,Total dissolved solids,Dissolved,,360,mg/l,TRUE,1,,,160.1,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,9/11/2006 14:00,2006,254,SHALLAKE,TFSS,Fixed suspended solids,NonFilt,,14,mg/l,TRUE,1,,,160.4,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,9/11/2006 14:00,2006,254,SHALLAKE,TVSS,Volatile Suspended Solids,NonFilt,,40,mg/l,TRUE,1,,,160.4,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,9/11/2006 14:00,2006,254,SHALLAKE,16887-00-6,Chloride,Total,,36,mg/l,TRUE,1,,,300,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,9/11/2006 14:00,2006,254,SHALLAKE,NIT-AMM,Ammonia-nitrogen (as N),Total,,0.05,mg/l,FALSE,0.05,,,350.1,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,9/11/2006 14:00,2006,254,SHALLAKE,NIT-KJELD,Kjeldahl nitrogen (AS N),Total,,2.9,mg/l,TRUE,0.1,,,351.2,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,9/11/2006 14:00,2006,254,SHALLAKE,NIT-NO3-NO2,Inorganic nitrogen (nitrate and nitrite) (as N),Total,,0.05,mg/l,FALSE,0.05,,,353.2,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,9/11/2006 14:00,2006,254,SHALLAKE,14265-44-2,Orthophosphate (as P),Dissolved,,0.02,mg/l,FALSE,0.02,,,365.1,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,9/11/2006 14:00,2006,254,SHALLAKE,PHOSP-PHOSP,Phosphate-phosphorus (AS P),Total,,0.46,mg/l,TRUE,0.02,,,365.4,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,9/11/2006 14:00,2006,254,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,,89,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,9/11/2006 14:00,2006,254,SHALLAKE,TSS,Total suspended solids,NonFilt,,54,mg/l,TRUE,1,,,I3765,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,9/26/2006 11:00,2006,269,SHALLAKE,NIT-AMM,Ammonia-nitrogen (as N),Total,,0.05,mg/l,FALSE,0.05,,,350.1,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,9/26/2006 11:00,2006,269,SHALLAKE,NIT-KJELD,Kjeldahl nitrogen (AS N),Total,,2.8,mg/l,TRUE,0.1,,,351.2,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,9/26/2006 11:00,2006,269,SHALLAKE,NIT-NO3-NO2,Inorganic nitrogen (nitrate and nitrite) (as N),Total,,0.05,mg/l,FALSE,0.05,,,353.2,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,9/26/2006 11:00,2006,269,SHALLAKE,14265-44-2,Orthophosphate (as P),Dissolved,,0.02,mg/l,FALSE,0.02,,,365.1,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,9/26/2006 11:00,2006,269,SHALLAKE,PHOSP-PHOSP,Phosphate-phosphorus (AS P),Total,,0.12,mg/l,TRUE,0.02,,,365.4,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,9/26/2006 11:00,2006,269,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,,82,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,5/17/2007 15:00,2007,137,SHALLAKE,TDS,Total dissolved solids,Dissolved,,300,mg/l,TRUE,1,,,160.1,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,5/17/2007 15:00,2007,137,SHALLAKE,TFSS,Fixed suspended solids,NonFilt,,32,mg/l,TRUE,1,,,160.4,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,5/17/2007 15:00,2007,137,SHALLAKE,TVSS,Volatile Suspended Solids,NonFilt,,36,mg/l,TRUE,1,,,160.4,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,5/17/2007 15:00,2007,137,SHALLAKE,16887-00-6,Chloride,Total,,28,mg/l,TRUE,1,,,300,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,5/17/2007 15:00,2007,137,SHALLAKE,NIT-AMM,Ammonia-nitrogen (as N),Total,,0.05,mg/l,FALSE,0.05,,,350.1,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,5/17/2007 15:00,2007,137,SHALLAKE,NIT-KJELD,Kjeldahl nitrogen (AS N),Total,,3.2,mg/l,TRUE,0.1,,,351.2,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,5/17/2007 15:00,2007,137,SHALLAKE,NIT-NO3-NO2,Inorganic nitrogen (nitrate and nitrite) (as N),Total,,0.05,mg/l,FALSE,0.05,,,353.2,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,5/17/2007 15:00,2007,137,SHALLAKE,14265-44-2,Orthophosphate (as P),Dissolved,,0.02,mg/l,FALSE,0.02,,,365.1,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,5/17/2007 15:00,2007,137,SHALLAKE,PHOSP-PHOSP,Phosphate-phosphorus (AS P),Total,,0.18,mg/l,TRUE,0.02,,,365.4,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,5/17/2007 15:00,2007,137,SHALLAKE,CLR-A-FREE,"Chlorophyll a, free of pheophytin",NonFilt,,100,ug/l,TRUE,1,,,445,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,5/17/2007 15:00,2007,137,SHALLAKE,TSS,Total suspended solids,NonFilt,,68,mg/l,TRUE,1,,,I3765,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,5/30/2007 10:30,2007,150,SHALLAKE,TFSS,Fixed suspended solids,NonFilt,,30,mg/l,TRUE,1,,,160.4,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,5/30/2007 10:30,2007,150,SHALLAKE,TVSS,Volatile Suspended Solids,NonFilt,,34,mg/l,TRUE,1,,,160.4,DNRLAKE,Actual,SW,Water,,
6,22130004,South Twin Lake,Calhoun,7100006,Lake,,42.46044663,-94.65373106,5/30/2007 10:30,2007,150,SHALLAKE,TDS,Total dissolved solids,Dissolved,,320,mg/l,TRUE,1,,,2540-C,DNRLAKE,Actual,SW,Water,,
