facilityID,siteID,name,sampleDate,year,projectCode,cas_rn,analyte,fraction,result,unit,detect,detectLimit,quantFlag,quantLimit,method,colMethod,resultType,matrix,medium,qualFlag,remark,county,huc8,type,aquifer,latitude,longitude
6,22130001,North Twin Lake (maximum water depth),07/19/01,2001,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,22.1,ug/l,TRUE,1,,,10200-H,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),05/24/02,2002,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,3.3,ug/l,TRUE,1,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),06/20/02,2002,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,29.2,ug/l,TRUE,1,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),07/25/02,2002,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,52.2,ug/l,TRUE,1,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),05/22/03,2003,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,10.5,ug/l,TRUE,1,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),06/19/03,2003,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,5.9,ug/l,TRUE,1,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),07/24/03,2003,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,18.1,ug/l,TRUE,1,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),05/20/04,2004,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,22.7,ug/l,TRUE,1,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),06/17/04,2004,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,27.7,ug/l,TRUE,1,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),07/22/04,2004,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,39.8,ug/l,TRUE,1,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),05/26/05,2005,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,3.1,ug/l,TRUE,1,,,ISU EPA 445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),06/23/05,2005,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,36.1,ug/l,TRUE,1,,,ISU EPA 445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),07/25/05,2005,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,101.8,ug/l,TRUE,1,,,ISU EPA 445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),06/08/06,2006,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,36.2,ug/l,TRUE,1,,,ISU EPA 445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),06/22/06,2006,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,51.4,ug/l,TRUE,1,,,ISU EPA 445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),07/27/06,2006,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,36.3,ug/l,TRUE,1,,,ISU EPA 445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),06/04/09,2009,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,13,ug/l,TRUE,5,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),07/28/09,2009,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,40,ug/l,TRUE,5,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),08/03/09,2009,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,22,ug/l,TRUE,5,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),05/17/10,2010,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,14,ug/l,TRUE,5,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),07/06/10,2010,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,40,ug/l,TRUE,5,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),08/16/10,2010,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,45,ug/l,TRUE,5,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),05/16/11,2011,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,31,ug/l,TRUE,5,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),06/27/11,2011,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,75,ug/l,TRUE,5,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),08/15/11,2011,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,56,ug/l,TRUE,5,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),05/14/12,2012,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,39,ug/l,TRUE,2,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),06/25/12,2012,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,37,ug/l,TRUE,2,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),08/14/12,2012,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,109,ug/l,TRUE,2,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),05/14/13,2013,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,46,ug/l,TRUE,2,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),06/26/13,2013,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,40,ug/l,TRUE,2,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),08/12/13,2013,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,68,ug/l,TRUE,2,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),05/19/14,2014,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,70.04,ug/l,TRUE,3.3,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),07/09/14,2014,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,114.66,ug/l,TRUE,3.3,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),08/20/14,2014,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,74.32,ug/l,TRUE,3.3,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),05/27/15,2015,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,27,ug/l,TRUE,6.06,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),07/06/15,2015,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,45,ug/l,TRUE,6.06,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),08/18/15,2015,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,121,ug/l,TRUE,6.06,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),05/16/16,2016,AMBLAKE-ISU,479-61-8,Chlorophyll a,Filterable,41,ug/l,TRUE,1,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),06/27/16,2016,AMBLAKE-ISU,479-61-8,Chlorophyll a,Filterable,84,ug/l,TRUE,1,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),08/15/16,2016,AMBLAKE-ISU,479-61-8,Chlorophyll a,Filterable,75,ug/l,TRUE,1,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),06/20/17,2017,AMBLAKE-ISU,479-61-8,Chlorophyll a,Filterable,35,ug/l,TRUE,3.3,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),08/08/17,2017,AMBLAKE-ISU,479-61-8,Chlorophyll a,Filterable,3.3,ug/l,FALSE,3.3,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),09/19/17,2017,AMBLAKE-ISU,479-61-8,Chlorophyll a,Filterable,30,ug/l,TRUE,3.3,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),05/14/18,2018,AMBLAKE-ISU,479-61-8,Chlorophyll a,Filterable,115,ug/l,TRUE,0.4,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),06/26/18,2018,AMBLAKE-ISU,479-61-8,Chlorophyll a,Filterable,38,ug/l,TRUE,0.4,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),08/14/18,2018,AMBLAKE-ISU,479-61-8,Chlorophyll a,Filterable,113,ug/l,TRUE,0.4,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),05/23/19,2019,AMBLAKE-ISU,479-61-8,Chlorophyll a,Filterable,38.22,ug/l,TRUE,1.2,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),07/09/19,2019,AMBLAKE-ISU,479-61-8,Chlorophyll a,Filterable,9.44,ug/l,TRUE,1.2,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22130001,North Twin Lake (maximum water depth),08/20/19,2019,AMBLAKE-ISU,479-61-8,Chlorophyll a,Filterable,1.2,ug/l,FALSE,1.2,,,445,ISULAKE,Actual,SW,Water,,,Calhoun,7100006,Lake,,42.476873,-94.63802
6,22300007,Silver Lake Max Depth,06/13/00,2000,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,19.5,ug/l,TRUE,1,,,10200-H,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,07/12/00,2000,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,65.3,ug/l,TRUE,1,,,10200-H,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,08/03/00,2000,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,24.5,ug/l,TRUE,1,,,10200-H,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,06/12/01,2001,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,6.8,ug/l,TRUE,1,,,10200-H,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,07/17/01,2001,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,13.8,ug/l,TRUE,1,,,10200-H,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,05/21/02,2002,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,3.6,ug/l,TRUE,1,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,06/18/02,2002,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,5.6,ug/l,TRUE,1,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,07/23/02,2002,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,18.9,ug/l,TRUE,1,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,05/20/03,2003,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,5.7,ug/l,TRUE,1,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,06/17/03,2003,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,2.6,ug/l,TRUE,1,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,07/22/03,2003,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,26.7,ug/l,TRUE,1,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,05/18/04,2004,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,1.3,ug/l,TRUE,1,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,06/15/04,2004,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,9.6,ug/l,TRUE,1,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,07/20/04,2004,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,327.8,ug/l,TRUE,1,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,05/24/05,2005,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,2.7,ug/l,TRUE,1,,,ISU EPA 445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,06/21/05,2005,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,3.3,ug/l,TRUE,1,,,ISU EPA 445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,07/26/05,2005,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,267.7,ug/l,TRUE,1,,,ISU EPA 445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,05/23/06,2006,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,8.1,ug/l,TRUE,1,,,ISU EPA 445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,06/21/06,2006,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,4.6,ug/l,TRUE,1,,,ISU EPA 445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,07/26/06,2006,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,3.7,ug/l,TRUE,1,,,ISU EPA 445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,06/02/09,2009,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,5,ug/l,FALSE,5,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,07/07/09,2009,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,6,ug/l,TRUE,5,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,08/04/09,2009,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,23,ug/l,TRUE,5,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,06/02/10,2010,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,15,ug/l,TRUE,5,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,07/20/10,2010,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,37,ug/l,TRUE,5,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,09/02/10,2010,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,25,ug/l,TRUE,5,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,05/31/11,2011,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,33,ug/l,TRUE,5,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,07/18/11,2011,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,10,ug/l,TRUE,5,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,08/30/11,2011,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,5,ug/l,FALSE,5,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,05/30/12,2012,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,24,ug/l,TRUE,2,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,07/16/12,2012,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,56,ug/l,TRUE,2,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,08/31/12,2012,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,2,ug/l,FALSE,2,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,05/29/13,2013,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,6,ug/l,TRUE,2,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,07/15/13,2013,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,22,ug/l,TRUE,2,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,08/26/13,2013,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,53,ug/l,TRUE,2,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,06/03/14,2014,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,3.3,ug/l,FALSE,3.3,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,07/22/14,2014,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,20.72,ug/l,TRUE,3.3,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,09/03/14,2014,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,31.6,ug/l,TRUE,3.3,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,06/02/15,2015,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,6.06,ug/l,FALSE,6.06,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,07/21/15,2015,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,75,ug/l,TRUE,6.06,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,08/30/15,2015,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,16,ug/l,TRUE,6.06,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,06/01/16,2016,AMBLAKE-ISU,479-61-8,Chlorophyll a,Filterable,2,ug/l,TRUE,1,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,07/20/16,2016,AMBLAKE-ISU,479-61-8,Chlorophyll a,Filterable,16,ug/l,TRUE,1,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,08/28/16,2016,AMBLAKE-ISU,479-61-8,Chlorophyll a,Filterable,20,ug/l,TRUE,1,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,05/30/17,2017,AMBLAKE-ISU,479-61-8,Chlorophyll a,Filterable,3.3,ug/l,FALSE,3.3,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,07/17/17,2017,AMBLAKE-ISU,479-61-8,Chlorophyll a,Filterable,10,ug/l,TRUE,3.3,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,09/05/17,2017,AMBLAKE-ISU,479-61-8,Chlorophyll a,Filterable,160,ug/l,TRUE,3.3,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,05/31/18,2018,AMBLAKE-ISU,479-61-8,Chlorophyll a,Filterable,3,ug/l,TRUE,0.4,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,07/16/18,2018,AMBLAKE-ISU,479-61-8,Chlorophyll a,Filterable,12,ug/l,TRUE,0.4,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,09/03/18,2018,AMBLAKE-ISU,479-61-8,Chlorophyll a,Filterable,8,ug/l,TRUE,0.4,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,05/28/19,2019,AMBLAKE-ISU,479-61-8,Chlorophyll a,Filterable,1.2,ug/l,FALSE,1.2,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,07/22/19,2019,AMBLAKE-ISU,479-61-8,Chlorophyll a,Filterable,11.12,ug/l,TRUE,1.2,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22300007,Silver Lake Max Depth,09/04/19,2019,AMBLAKE-ISU,479-61-8,Chlorophyll a,Filterable,17.25,ug/l,TRUE,1.2,,,445,ISULAKE,Actual,SW,Water,,,Dickinson,10230003,Lake,,43.436994,-95.337068
6,22110001,Storm Lake Max Depth,06/15/00,2000,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,13.7,ug/l,TRUE,1,,,10200-H,ISULAKE,Actual,SW,Water,,,Buena Vista,7100006,Lake,,42.621568,-95.204186
6,22110001,Storm Lake Max Depth,07/14/00,2000,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,14.2,ug/l,TRUE,1,,,10200-H,ISULAKE,Actual,SW,Water,,,Buena Vista,7100006,Lake,,42.621568,-95.204186
6,22110001,Storm Lake Max Depth,06/14/01,2001,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,24.3,ug/l,TRUE,1,,,10200-H,ISULAKE,Actual,SW,Water,,,Buena Vista,7100006,Lake,,42.621568,-95.204186
6,22110001,Storm Lake Max Depth,07/19/01,2001,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,18.7,ug/l,TRUE,1,,,10200-H,ISULAKE,Actual,SW,Water,,,Buena Vista,7100006,Lake,,42.621568,-95.204186
6,22110001,Storm Lake Max Depth,05/23/02,2002,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,22.1,ug/l,TRUE,1,,,445,ISULAKE,Actual,SW,Water,,,Buena Vista,7100006,Lake,,42.621568,-95.204186
6,22110001,Storm Lake Max Depth,06/20/02,2002,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,23.5,ug/l,TRUE,1,,,445,ISULAKE,Actual,SW,Water,,,Buena Vista,7100006,Lake,,42.621568,-95.204186
6,22110001,Storm Lake Max Depth,07/25/02,2002,AMBLAKE-ISU,479-61-8,Chlorophyll a,NonFilt,12.4,ug/l,TRUE,1,,,445,ISULAKE,Actual,SW,Water,,,Buena Vista,7100006,Lake,,42.621568,-95.204186
